Id Financeiro;Status cliente;Id cliente (CNPJ);Razão Social;Nome Fantasia (Omie);MRR Atual;Data Cohort;Data Movimento;MRR;Movimento MRR;Tipo Movimento;Status contrato;Id contrato (Omie);Documento;Vigência inicial contrato;Vigência final contrato;Meses vigência;Valor contrato;Tipo Renovação;Índice Renovação;Vendedor;Valor original do MRR;Obs. Contrato;Condição pagamento
88275AEGE01;Ativo;8827501000158;AEGEA SANEAMENTO E PARTICIPACOES S.A.;AEGEA;Não;01/01/2024;01/01/2024;R$ 20.000,00;R$ 20.000,00;New Business;Vencido;AEGE01;Contrato;01/01/2024;31/12/2025;24;R$ 480.000,00;Termo Aditivo;IPCA;Carlos;R$ 20.000,00;1Isenção do mês de Janeiro de 2024, primeiro pagamento em Fevereiro respectivamente;Mensal
88275AEGE02;Ativo;8827501000158;AEGEA SANEAMENTO E PARTICIPACOES S.A.;AEGEA;Sim;01/01/2024;01/01/2026;R$ 21.932,33;R$ 1.932,33;Expansion;Vigente;AEGE02;Contrato;01/01/2026;31/12/2027;24;R$ 526.375,92;Termo Aditivo;IPCA;Carlos;R$ 1.932,33;Faturamento inicia em fevereiro;Mensal
23399AFYA01;Ativo;23399329000253;AFYA PARTICIPAÇÕES S.A.;AFYA;Não;01/04/2024;01/04/2024;R$ 12.000,00;R$ 12.000,00;New Business;Vencido;AFYA01;Contrato;01/04/2024;31/01/2025;10;R$ 120.000,00;Aditivo;IPCA;Carlos;R$ 16.000,00;33,33% de desconto gerando um valor de desconto de R$40.000,00;À vista
23399AFYA02;Ativo;23399329000253;AFYA PARTICIPAÇÕES S.A.;AFYA;Sim;01/04/2024;01/02/2025;R$ 14.690,79;R$ 2.690,79;Expansion;Vigente;AFYA02;Aditivo;01/02/2025;31/01/2026;12;R$ 176.289,44;Aditivo;IPCA;Carlos;R$ 16.786,06;12,48%;À vista
23314ALES01;Ativo;23314594000100;ALESAT COMBUSTIVEIS S.A.;ALE COMBUSTÍVEIS;Não;01/09/2020;01/09/2020;R$ 800,00;R$ 800,00;New Business;Vencido;ALES01;Contrato;01/09/2020;31/08/2021;12;R$ 9.600,00;Automática;IGPM;Carlos;R$ 800,00;;Mensal
23314ALES02;Ativo;23314594000100;ALESAT COMBUSTIVEIS S.A.;ALE COMBUSTÍVEIS;Não;01/09/2020;01/09/2021;R$ 880,00;R$ 80,00;Expansion;Vencido;ALES02;nd;01/09/2021;31/08/2022;12;R$ 10.560,00;Automática;IGPM;Carlos;R$ 880,00;;Mensal
23314ALES03;Ativo;23314594000100;ALESAT COMBUSTIVEIS S.A.;ALE COMBUSTÍVEIS;Não;01/09/2020;01/09/2022;R$ 952,59;R$ 73,00;Expansion;Vencido;ALES03;nd;01/09/2022;31/08/2023;12;R$ 11.431,08;Automática;IGPM;Carlos;R$ 952,59;;Mensal
23314ALES04;Ativo;23314594000100;ALESAT COMBUSTIVEIS S.A.;ALE COMBUSTÍVEIS;Não;01/09/2020;01/09/2023;R$ 952,59;R$ 0,00;Expansion;Vencido;ALES04;nd;01/09/2023;31/08/2024;12;R$ 11.431,08;Automática;IGPM;Carlos;;;Mensal
23314ALES05;Ativo;23314594000100;ALESAT COMBUSTIVEIS S.A.;ALE COMBUSTÍVEIS;Não;01/09/2020;01/09/2024;R$ 992,53;R$ 39,94;Expansion;Vencido;ALES05;nd;01/09/2024;31/08/2025;12;R$ 11.910,36;Automática;IGPM;Carlos;R$ 992,53;;Mensal
23314ALES06;Ativo;23314594000100;ALESAT COMBUSTIVEIS S.A.;ALE COMBUSTÍVEIS;Sim;01/09/2020;01/09/2025;R$ 1.022,81;R$ 30,28;Expansion;Vigente;ALES06;Aditivo;01/09/2025;31/08/2026;12;R$ 12.273,72;Automática;IGPM;Carlos;R$ 1.022,81;Pagamento começa em outubro ;Mensal
61079ALPA01;Ativo;61079117000105;ALPARGATAS S.A.;ALPARGATAS;Não;01/01/2023;01/01/2023;R$ 30.000,00;R$ 30.000,00;New Business;Vencido;ALPA01;Contrato;01/01/2023;31/12/2023;12;R$ 360.000,00;Aditivo;Não definido;Carlos;;;À vista
61079ALPA02;Ativo;61079117000105;ALPARGATAS S.A.;ALPARGATAS;Não;01/01/2023;01/01/2024;R$ 26.354,93;-R$ 3.645,07;Contraction;Vencido;ALPA02;Aditivo;01/01/2024;31/12/2024;12;;Aditivo;IPCA;Carlos;R$ 31.625,92;;À vista
61079ALPA03/01;Ativo;61079117000105;ALPARGATAS S.A.;ALPARGATAS;Não;01/01/2023;01/01/2025;R$ 32.546,92;R$ 6.191,99;Expansion;Vencido;ALPA03/01;Aditivo;01/01/2025;31/12/2025;12;;Aditivo;nd;Carlos;R$ 33.046,92;;À vista
61079ALPA03/02;Ativo;61079117000105;ALPARGATAS S.A.;ALPARGATAS;Não;01/01/2023;01/01/2025;R$ 32.546,92;R$ 6.191,99;Expansion;Vencido;ALPA03/02;Aditivo;01/01/2025;31/12/2025;12;;Aditivo;nd;Carlos;R$ 33.046,92;;À vista
61079ALPA04;Ativo;61079117000105;ALPARGATAS S.A.;ALPARGATAS;Sim;01/01/2023;01/01/2026;R$ 16.666,67;-R$ 15.880,25;Contraction;Vigente;ALPA04;Aditivo;01/01/2026;31/12/2026;12;R$ 200.000,00;Aditivo;nd;Carlos;;;À vista
55553ALUR01;Ativo;5555382000133;AOVS SISTEMAS DE INFORMATICA SA;ALURA;Sim;01/01/2025;01/01/2025;R$ 1.500,00;R$ 1.500,00;New Business;Vigente;ALUR01;Contrato;01/01/2025;02/04/2026;15;R$ 22.500,00;Termo Aditivo;IPCA;Carlos;;;À vista
92882ANIM00;Inativo;9288252000213;ANIMA HOLDING S.A.;ANIMA HOLDING;Não;24/03/2021;-;-;-;Implantação;Vencido;ANIM00;Contrato;24/03/2021;24/03/2021;0;R$ 7.500,00;-;-;Carlos;-;;Única
92882ANIM01;Inativo;9288252000213;ANIMA HOLDING S.A.;ANIMA HOLDING;Não;24/03/2021;24/03/2021;R$ 14.645,61;R$ 14.645,61;New Business;Vencido;ANIM01;Contrato;24/03/2021;23/03/2022;12;;Termo Aditivo;IPCA;Carlos;;;Mensal
92882ANIM02;Inativo;9288252000213;ANIMA HOLDING S.A.;ANIMA HOLDING;Não;24/03/2021;24/03/2022;R$ 13.960,26;-R$ 685,35;Contraction;Vencido;ANIM02;Aditivo;24/03/2022;23/03/2023;12;;Termo Aditivo;IPCA;Carlos;;;Mensal
34070VOTOXX;Inativo;3407049000232;VOTORANTIM S.A.;VOTORANTIM;Não;01/02/2019;31/07/2019;R$ 0,00;-R$ 5.102,00;Churn;Vencido;VOTOXX;;-;-;-;-;-;-;Carlos;-;-;-
18238APER01;Ativo;18238980002921;APERAM BIOENERGIA LTDA;APERAM;Não;14/05/2024;14/05/2024;R$ 3.428,57;R$ 3.428,57;New Business;Vencido;APER01;Contrato;14/05/2024;13/07/2025;14;R$ 48.000,00;Aditivo;IPCA;Carlos;4.800,00;A vigencia no contrato está diferente, principalmente o final dela. No contrato está para o dia 31 de julho. Dois meses de gratuidade;À vista
18238APER02;Ativo;18238980002921;APERAM BIOENERGIA LTDA;APERAM;Sim;14/05/2024;14/07/2025;R$ 6.319,18;R$ 2.890,61;Expansion;Vigente;APER02;Contrato;14/07/2025;13/07/2026;12;R$ 75.830,14;Aditivo;IPCA;Carlos;;"Adicional Área de Relatórios: R$15.166,03
";À vista
62462APSE01;Ativo;62462015000129;APSEN FARMACÊUTICA S.A.;APSEN;Sim;30/06/2025;30/06/2025;R$ 5.600,00;R$ 5.600,00;New Business;Vigente;APSE01;Contrato;30/06/2025;29/06/2026;12;R$ 67.200,00;Aditivo;IPCA;Carlos;6.160,00;Desconto de 10% para pagamento à vista de R$ 73.920,00 por R$ 67.200,00;À vista
60572ASSA01;Ativo;6057223030593;ASSAÍ ATACADISTA;ASSAÍ ATACADISTA;Não;18/11/2022;18/11/2022;R$ 20.000,00;R$ 20.000,00;New Business;Vencido;ASSA01;Contrato;18/11/2022;17/11/2024;24;R$ 480.000,00;Termo Aditivo;IPCA ou IGPM, o que for menor;Carlos;;;Mensal
60572ASSA02;Ativo;6057223030593;ASSAÍ ATACADISTA;ASSAÍ ATACADISTA;Não;18/11/2022;18/11/2024;R$ 18.824,54;-R$ 1.175,46;Contraction;Vencido;ASSA02;Aditivo (pendente);18/11/2024;17/11/2025;12;R$ 225.894,48;Termo Aditivo;IPCA ou IGPM, o que for menor;Carlos;R$ 20.400,00;Desconto para pagamento a vista;À vista
60572ASSA03;Ativo;6057223030593;ASSAÍ ATACADISTA;ASSAÍ ATACADISTA;Sim;18/11/2022;18/11/2025;R$ 19.355,39;R$ 530,85;Expansion;Vigente;ASSA03;Aditivo (pendente);18/11/2025;17/11/2026;12;R$ 232.264,70;Termo Aditivo;IPCA ou IGPM, o que for menor;Carlos;R$ 20.975,28;Desconto para pagamento a vista;À vista
43513AUTM01;Ativo;43513237000189;ORIGINAL HOLDING S.A. (AUTOMOB);AUTOMOB;Não;01/04/2023;01/04/2023;R$ 4.000,00;R$ 4.000,00;New Business;Vencido;AUTM01;Contrato;01/04/2023;31/03/2025;24;R$ 96.000,00;Automática;IPCA;Carlos;R$ 9.800,00;;Mensal
35654AUTM02;Ativo;35654688001341;VAMOS COMERCIO DE MAQUINAS LINHA AMARELA S.A. (AUTOMOB);AUTOMOB;Sim;01/04/2023;01/04/2025;R$ 4.224,04;R$ 224,04;Expansion;Vigente;AUTM02;;01/04/2025;31/03/2026;12;R$ 50.688,48;Automática;IPCA;Carlos;;;Mensal
61024BAVO01;Inativo;61024352000171;BANCO INDUSVAL SA;BANCO INDUSVAL;Não;16/04/2020;16/04/2020;R$ 815,00;R$ 815,00;New Business;Vencido;BAVO01;Contrato;16/04/2020;15/04/2021;12;R$ 9.780,00;Automática;IGPM;Carlos;;;Mensal
61024BAVO02;Inativo;61024352000171;BANCO INDUSVAL SA;BANCO INDUSVAL;Não;16/04/2020;16/04/2021;R$ 2.152,14;R$ 1.337,14;Expansion;Vencido;BAVO02;nd;16/04/2021;15/04/2022;12;R$ 25.825,68;Automática;IGPM;Carlos;;;Mensal
61024BAVO03;Inativo;61024352000171;BANCO INDUSVAL SA;BANCO INDUSVAL;Não;16/04/2020;16/04/2022;R$ 2.467,64;R$ 315,50;Expansion;Vencido;BAVO03;nd;16/04/2022;20/08/2022;4;R$ 8.915,35;Automática;IGPM;Carlos;;;Mensal
76080EUCAXX;Inativo;76080738000178;EUCATUR - EMPRESA UNIÃO CASCAVEL DE TRANSPORTE E TURISMO LTDA;EUCATUR;Não;01/01/2020;31/03/2020;R$ 0,00;-R$ 5.700,00;Churn;Vencido;EUCAXX;;-;-;-;-;-;-;Carlos;-;-;-
17184BMER00;Ativo;17184037000110;BANCO MERCANTIL DO BRASIL SA;BANCO MERCANTIL;Não;27/11/2020;-;-;-;Implantação;Vencido;BMER00;Contrato;27/11/2020;27/11/2020;1;R$ 4.150,00;-;-;Carlos;-;;Única
17184BMER01;Ativo;17184037000110;BANCO MERCANTIL DO BRASIL SA;BANCO MERCANTIL;Não;27/11/2020;27/11/2020;R$ 8.359,06;R$ 8.359,06;New Business;Vencido;BMER01;Contrato;27/11/2020;26/11/2021;12;R$ 100.308,72;Automática;IGPM;Carlos;;;À vista
17184BMER02;Ativo;17184037000110;BANCO MERCANTIL DO BRASIL SA;BANCO MERCANTIL;Não;27/11/2020;27/11/2021;R$ 10.334,78;R$ 1.975,72;Expansion;Vencido;BMER02;Proposta;27/11/2021;26/11/2022;12;R$ 124.017,36;Automática;IGPM;Carlos;;;À vista
17184BMER03;Ativo;17184037000110;BANCO MERCANTIL DO BRASIL SA;BANCO MERCANTIL;Não;27/11/2020;27/11/2022;R$ 10.835,88;R$ 501,10;Expansion;Vencido;BMER03;Aditivo;27/11/2022;26/11/2023;12;R$ 130.030,56;Automática;IGPM;Carlos;13.263,01;;À vista
17184BMER04;Ativo;17184037000110;BANCO MERCANTIL DO BRASIL SA;BANCO MERCANTIL;Não;27/11/2020;27/11/2023;R$ 13.263,01;R$ 2.427,13;Expansion;Vencido;BMER04;Aditivo;27/11/2023;26/11/2024;12;R$ 159.156,12;Automática;IGPM;Carlos;13.263,01;;Mensal
17184BMER05;Ativo;17184037000110;BANCO MERCANTIL DO BRASIL SA;BANCO MERCANTIL;Não;27/11/2020;27/11/2024;R$ 13.263,01;R$ 0,00;Expansion;Vencido;BMER05;Aditivo;27/11/2024;26/11/2025;12;R$ 159.156,12;Automática;IGPM;Carlos;13.824,22;Mantivemos a mensalidade anterior para pagamento a vista ;À vista
17184BMER06;Ativo;17184037000110;BANCO MERCANTIL DO BRASIL SA;BANCO MERCANTIL;Sim;27/11/2020;27/11/2025;R$ 14.214,06;R$ 951,05;Expansion;Vigente;BMER06;Aditivo Pendente;27/11/2025;26/11/2026;12;R$ 170.568,76;Automática;IGPM;Carlos;14.214,06;;Trimestral
79763BARI00;Ativo;79763884000196;BARIGUI VEICULOS LTDA;BARIGUI VEICULOS;Não;30/04/2021;-;-;-;Implantação;Vencido;BARI00;Contrato;30/04/2021;30/04/2021;0;R$ 5.625,00;-;-;Carlos;-;;Única
79763BARI01;Ativo;79763884000196;BARIGUI VEICULOS LTDA;BARIGUI VEICULOS;Não;30/04/2021;30/04/2021;R$ 9.896,40;R$ 9.896,40;New Business;Vencido;BARI01;nd;30/04/2021;29/04/2022;12;R$ 118.756,80;Automática;nd;Carlos;;;Mensal
79763BARI02;Ativo;79763884000196;BARIGUI VEICULOS LTDA;BARIGUI VEICULOS;Não;30/04/2021;30/04/2022;R$ 9.896,40;R$ 0,00;Expansion;Vencido;BARI02;nd;30/04/2022;29/04/2023;12;R$ 118.756,80;Automática;Não definido;Carlos;;;Mensal
79763BARI03;Ativo;79763884000196;BARIGUI VEICULOS LTDA;BARIGUI VEICULOS;Não;30/04/2021;30/04/2023;R$ 7.500,00;-R$ 2.396,40;Contraction;Vencido;BARI03;Aditivo;30/04/2023;29/04/2024;12;R$ 90.000,00;Automática;nd;Carlos;R$ 10.589,15;;Mensal
79763BARI04;Ativo;79763884000196;BARIGUI VEICULOS LTDA;BARIGUI VEICULOS;Não;30/04/2021;30/04/2024;R$ 7.795,83;R$ 295,83;Expansion;Vencido;BARI04;nd;30/04/2024;29/04/2025;12;R$ 93.549,96;Automática;IPCA;Carlos;;;Mensal
79763BARI05;Ativo;79763884000196;BARIGUI VEICULOS LTDA;BARIGUI VEICULOS;Sim;30/04/2021;30/04/2025;R$ 8.232,48;R$ 436,65;Expansion;Vigente;BARI05;nd;30/04/2025;29/04/2026;12;R$ 98.789,76;Automática;IPCA;Carlos;;;Mensal
18459BAYE00;Ativo;18459628000115;BAYER S.A.;BAYER;Não;12/08/2020;-;-;-;Implantação;Vencido;BAYE00;Contrato;12/08/2020;12/08/2020;1;R$ 14.700,00;-;-;Felipe;-;;Única
18459BAYE01;Ativo;18459628000115;BAYER S.A.;BAYER;Não;12/08/2020;12/08/2020;R$ 13.700,00;R$ 13.700,00;New Business;Vencido;BAYE01;Contrato;12/08/2020;11/09/2021;13;R$ 178.100,00;Automática;IGPM;Felipe;;;Mensal
18459BAYE02;Ativo;18459628000115;BAYER S.A.;BAYER;Não;12/08/2020;12/09/2021;R$ 18.334,71;R$ 4.634,71;Expansion;Vencido;BAYE02;nd;12/09/2021;11/09/2022;12;R$ 220.016,52;Automática;IGPM;Felipe;;;Mensal
18459BAYE03;Ativo;18459628000115;BAYER S.A.;BAYER;Não;12/08/2020;12/09/2022;R$ 20.181,89;R$ 1.847,18;Expansion;Vencido;BAYE03;Aditivo;12/09/2022;12/09/2023;12;R$ 242.182,68;Automática;IGPM;Felipe;;;Mensal
18459BAYE04;Ativo;18459628000115;BAYER S.A.;BAYER;Não;12/08/2020;12/09/2023;R$ 20.181,89;R$ 0,00;Expansion;Vencido;BAYE04;Aditivo;12/09/2023;11/04/2024;7;R$ 141.273,23;Automática;IGPM;Felipe;;;Mensal
18459BAYE05;Ativo;18459628000115;BAYER S.A.;BAYER;Não;12/08/2020;12/04/2024;R$ 16.145,51;-R$ 4.036,38;Contraction;Vencido;BAYE05;Aditivo;12/04/2024;11/12/2024;8;R$ 129.164,08;Automática;IGPM;Felipe;;;À vista
18459BAYE06;Ativo;18459628000115;BAYER S.A.;BAYER;Não;12/08/2020;12/12/2024;R$ 21.328,65;R$ 5.183,14;Expansion;Vencido;BAYE06;Aditivo;12/12/2024;11/12/2025;12;R$ 255.943,84;Automática;IGPM;Felipe;;;À vista
18459BAYE07;Ativo;18459628000115;BAYER S.A.;BAYER;Sim;12/08/2020;12/12/2025;R$ 21.975,89;R$ 647,24;Expansion;Vigente;BAYE07;Aditivo;12/12/2025;11/12/2026;12;R$ 263.710,68;Automática;IGPM;Felipe;;;À vista
38543BENN00;Inativo;3854323000130;BENNER TECNOLOGIA E SISTEMAS DE SAUDE LTDA;BENNER;Não;31/03/2021;-;-;-;Implantação;Vencido;BENN00;Contrato;31/03/2021;31/03/2021;0;R$ 3.750,00;-;-;Carlos;-;;Única
38543BENN01;Inativo;3854323000130;BENNER TECNOLOGIA E SISTEMAS DE SAUDE LTDA;BENNER;Não;31/03/2021;31/03/2021;R$ 4.500,00;R$ 4.500,00;New Business;Vencido;BENN01;Contrato;31/03/2021;30/03/2022;12;R$ 54.000,00;Automática;Não definido;Carlos;;;Mensal
38543BENN02;Inativo;3854323000130;BENNER TECNOLOGIA E SISTEMAS DE SAUDE LTDA;BENNER;Não;31/03/2021;31/03/2022;R$ 4.967,10;R$ 467,10;Expansion;Vencido;BENN02;nd;31/03/2022;30/07/2022;4;R$ 19.868,40;Automática;Não definido;Carlos;;;Mensal
76610INCEXX;Inativo;76610062000187;INCEPA REVESTIMENTOS CERÂMICOS LTDA;INCEPA;Não;01/04/2019;31/03/2020;R$ 0,00;-R$ 680,00;Churn;Vencido;INCEXX;;-;-;-;-;-;-;Carlos;-;-;-
29331CICA00;Ativo;29331999000133;CENTRO DE INTELIGENCIA EM CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;-;-;-;Implantação;Vencido;CICA00;Contrato;16/06/2020;16/06/2020;0;R$ 3.000,00;-;-;Carlos;-;;Única
29331CICA01;Ativo;29331999000133;CENTRO DE INTELIGENCIA EM CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;16/06/2020;R$ 2.750,00;R$ 2.750,00;New Business;Vencido;CICA01;Contrato;16/06/2020;15/06/2021;12;R$ 33.000,00;Termo Aditivo;IPCA;Carlos;;;Mensal
29331CICA02/1;Ativo;29331999000133;CENTRO DE INTELIGENCIA EM CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;16/06/2021;R$ 3.239,67;R$ 489,67;Expansion;Vencido;CICA02/1;Contrato;16/06/2021;15/10/2021;4;R$ 12.958,68;Termo Aditivo;IPCA;Carlos;;;Mensal
29331CICA02/2;Ativo;29331999000133;CENTRO DE INTELIGENCIA EM CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;16/10/2021;R$ 3.239,67;R$ 0,00;Expansion;Vencido;CICA02/2;Contrato;16/10/2021;15/06/2022;8;R$ 25.917,36;Termo Aditivo;IPCA;Carlos;;;Mensal
29331CICA03;Ativo;29331999000133;CENTRO DE INTELIGENCIA EM CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;16/06/2022;R$ 3.619,74;R$ 380,07;Expansion;Vencido;CICA03;Aditivo pendente;16/06/2022;15/06/2023;12;R$ 43.436,88;Termo Aditivo;IPCA;Carlos;;;Mensal
29331CICA04;Ativo;29331999000133;CENTRO DE INTELIGENCIA EM CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;16/06/2023;R$ 3.619,74;R$ 0,00;Expansion;Vencido;CICA04;Aditivo;16/06/2023;15/07/2023;1;R$ 3.619,74;Termo Aditivo;IPCA;Carlos;;;Mensal
29331CICA05;Ativo;29331999000133;CENTRO DE INTELIGENCIA EM CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;16/07/2023;R$ 2.895,80;-R$ 723,94;Contraction;Vencido;CICA05;Aditivo;16/07/2023;15/07/2024;12;R$ 34.749,60;Termo Aditivo;IPCA;Carlos;;;Mensal
29331CICA06;Ativo;29331999000133;BIVI MATRIZ CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Não;16/06/2020;16/07/2024;R$ 2.414,85;-R$ 480,95;Contraction;Vencido;CICA06;Aditivo;16/07/2024;15/07/2025;12;R$ 28.978,20;Termo Aditivo;IPCA;Carlos;3.018,56;20% de desconto para pagamento à vista;À vista
29331CICA07;Ativo;29331999000133;BIVI MATRIZ CONSTRUCAO E ADMINISTRACAO LTDA;BILD;Sim;16/06/2020;16/07/2025;R$ 3.193,38;R$ 778,53;Expansion;Vigente;CICA07;Aditivo;16/07/2025;15/07/2026;12;R$ 38.320,56;Termo Aditivo;IPCA;Carlos;3.193,38;Cliente alterou de à vista para mensal - perdeu o desconto de 10% oferecido;Mensal
35402BIMB01;Inativo;35402759000185;BIMBO DO BRASIL LTDA;BIMBO;Não;11/08/2020;11/08/2020;R$ 1.700,00;R$ 1.700,00;New Business;Vencido;BIMB01;Contrato;11/08/2020;10/02/2021;6;R$ 10.200,00;0;0;Carlos;;;Mensal
17463MAPAXX;Inativo;17463456000190;PATRUS TRANSPORTES LTDA;MA PATRUS;Não;27/09/2019;26/10/2020;R$ 0,00;-R$ 1.000,00;Churn;Vencido;MAPAXX;;-;-;-;-;-;-;Carlos;-;-;-
13574BKBR01;Ativo;13574594000196;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S.A.;BK BRASIL;Não;01/01/2021;01/01/2021;R$ 2.576,67;R$ 2.576,67;New Business;Vencido;BKBR01;Contrato;01/01/2021;31/12/2021;12;R$ 30.920,04;Termo Aditivo;IGPM 4º ano;Felipe;;;À vista
13574BKBR02;Ativo;13574594000196;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S.A.;BK BRASIL;Não;01/01/2021;01/01/2022;R$ 2.576,67;R$ 0,00;Expansion;Vencido;BKBR02;Aditivo;01/01/2022;31/12/2022;12;R$ 30.920,04;Termo Aditivo;IGPM 4º ano;Felipe;;;À vista
13574BKBR03;Ativo;13574594000196;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S.A.;BK BRASIL;Não;01/01/2021;01/01/2023;R$ 2.576,67;R$ 0,00;Expansion;Vencido;BKBR03;Aditivo;01/01/2023;31/12/2023;12;R$ 30.920,04;Termo Aditivo;IGPM 4º ano;Felipe;;;À vista
13574BKBR04;Ativo;13574594000196;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S.A.;BK BRASIL;Não;01/01/2021;01/01/2024;R$ 3.092,00;R$ 515,33;Expansion;Vencido;BKBR04;Aditivo;01/01/2024;31/12/2024;12;R$ 37.104,00;Termo Aditivo;0,2;Felipe;Maior;;À vista
13574BKBR05;Ativo;13574594000196;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S.A.;BK BRASIL;Não;01/01/2021;01/01/2025;R$ 5.900,00;R$ 2.808,00;Expansion;Vencido;BKBR05;Aditivo;01/01/2025;31/12/2025;12;R$ 70.800,00;Termo Aditivo;IGPM;Felipe;;;À vista
13574BKBR06;Ativo;13574594000196;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S.A.;BK BRASIL;Sim;01/01/2021;01/01/2026;R$ 6.176,17;R$ 276,17;Expansion;Vigente;BKBR06;Aditivo;01/01/2026;31/12/2026;12;74.114,01;Termo Aditivo;IPCA;Felipe;;;À vista
11137BOTI00;Ativo;11137051000186;BOTICARIO PRODUTOS DE BELEZA LTDA;BOTICARIO;Não;02/07/2021;-;-;-;Implantação;Vencido;BOTI00;Contrato;02/07/2021;02/07/2021;0;R$ 11.000,00;-;-;Felipe;-;;Única
11137BOTI01;Ativo;11137051000186;BOTICARIO PRODUTOS DE BELEZA LTDA;BOTICARIO;Não;02/07/2021;02/07/2021;R$ 7.020,00;R$ 7.020,00;New Business;Vencido;BOTI01;Contrato;02/07/2021;01/07/2022;12;R$ 84.240,00;Automática;Não definido;Felipe;;;Mensal
11137BOTI02;Ativo;11137051000186;BOTICARIO PRODUTOS DE BELEZA LTDA;BOTICARIO;Não;02/07/2021;02/07/2022;R$ 7.020,00;R$ 0,00;Expansion;Vencido;BOTI02;Contrato;02/07/2022;31/07/2022;1;R$ 7.020,00;Automática;Não definido;Felipe;;;Mensal
11137BOTI03;Ativo;11137051000186;BOTICARIO PRODUTOS DE BELEZA LTDA;BOTICARIO;Não;02/07/2021;01/08/2022;R$ 10.000,00;R$ 2.980,00;Expansion;Vencido;BOTI03;Contrato;01/08/2022;31/07/2023;12;R$ 120.000,00;Termo Aditivo;IGPM;Felipe;;;Mensal
11137BOTI04;Ativo;11137051000186;BOTICARIO PRODUTOS DE BELEZA LTDA;BOTICARIO;Não;02/07/2021;01/08/2023;R$ 10.000,00;R$ 0,00;Expansion;Vencido;BOTI04;Aditivo;01/08/2023;31/07/2024;12;R$ 120.000,00;Termo Aditivo;IGPM;Felipe;;;Mensal
11137BOTI05;Ativo;11137051000186;BOTICARIO PRODUTOS DE BELEZA LTDA;BOTICARIO;Não;02/07/2021;01/08/2024;R$ 10.364,59;R$ 364,59;Expansion;Vencido;BOTI05;Aditivo;01/08/2024;31/07/2025;12;R$ 124.375,08;Termo Aditivo;IGPM;Felipe;;;Mensal
11137BOTI06;Ativo;11137051000186;BOTICARIO PRODUTOS DE BELEZA LTDA;BOTICARIO;Sim;02/07/2021;01/08/2025;R$ 11.099,54;R$ 734,95;Expansion;Vigente;BOTI06;Aditivo;01/08/2025;31/07/2026;12;R$ 133.194,48;Termo Aditivo;IGPM;Felipe;;;Mensal
52657BRLU01;Ativo;5265768000291;BRASLUMBER INDUSTRIA DE MOLDURAS LTDA;BRASLUMBER;Não;27/08/2021;27/08/2021;R$ 2.454,37;R$ 2.454,37;New Business;Vencido;BRLU01;Contrato;27/08/2021;26/08/2022;12;R$ 29.452,44;Automática;IGPM;Carlos;;;Mensal
52657BRLU02;Ativo;5265768000291;BRASLUMBER INDUSTRIA DE MOLDURAS LTDA;BRASLUMBER;Não;27/08/2021;27/08/2022;R$ 2.601,64;R$ 147,27;Expansion;Vencido;BRLU02;nd;27/08/2022;26/08/2023;12;R$ 31.219,68;Automática;IGPM;Carlos;;;Mensal
52657BRLU03;Ativo;5265768000291;BRASLUMBER INDUSTRIA DE MOLDURAS LTDA;BRASLUMBER;Não;27/08/2021;27/08/2023;R$ 2.601,64;R$ 0,00;Expansion;Vencido;BRLU03;nd;27/08/2023;26/08/2024;12;R$ 31.219,68;Automática;IGPM;Carlos;;;Mensal
52657BRLU04;Ativo;5265768000291;BRASLUMBER INDUSTRIA DE MOLDURAS LTDA;BRASLUMBER;Não;27/08/2021;27/08/2024;R$ 2.696,48;R$ 94,84;Expansion;Vencido;BRLU04;nd;27/08/2024;26/08/2025;12;R$ 32.357,76;Automática;IGPM;Carlos;;;Mensal
52657BRLU05;Ativo;5265768000291;BRASLUMBER INDUSTRIA DE MOLDURAS LTDA;BRASLUMBER;Sim;27/08/2021;27/08/2025;R$ 2.696,48;R$ 0,00;Expansion;Vigente;BRLU05;nd;27/08/2025;26/08/2026;12;R$ 32.357,76;Automática;IGPM;Carlos;;;À vista
12763BRAS01;Ativo;12763658000134;WAELZHOLZ BRASMETAL LAMINAÇÃO LTDA;BRASMETAL ;Não;01/10/2024;01/10/2024;R$ 1.800,00;R$ 1.800,00;New Business;Vencido;BRAS01;Contrato;01/10/2024;31/01/2026;16;R$ 28.800,00;Automática;IPCA;Carlos;R$ 2.400,00;3 meses grátis. faturamento de 2.400,00. cliente avisou que não vai renovar;Mensal
